id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,_source_file,motif_rejet
2023-1329860,2023-05-24,000001,Vente,50.0,6,,RUE DE VINTIMILLE,9866,75009,75109,Paris 9e Arrondissement,75,,,75109000AB0026,,,35,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.328776,48.881873,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1330948,2023-06-27,000001,Vente,1.0,14,,RUE JEAN JACQUES ROUSSEAU,4901,75001,75101,Paris 1er Arrondissement,75,,,75101000AS0050,,,84,,85,949.48,,,,,,,2,4,Local industriel. commercial ou assimilé,263,0,,,,,,2.340707,48.862292,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1331470,2023-06-28,000001,Vente,1.0,92,,RUE LA FAYETTE,5240,75009,75109,Paris 9e Arrondissement,75,,,75109000BF0045,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.34857,48.876922,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1331699,2023-06-20,000001,Vente,1.0,4,,AV PERCIER,7250,75008,75108,Paris 8e Arrondissement,75,,,75108000CJ0008,,,13,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,67,0,,,,,,2.314733,48.873862,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1332352,2023-06-29,000001,Vente,100.0,19,,PL DAUPHINE,2594,75001,75101,Paris 1er Arrondissement,75,,,75101000AL0024,,,4,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.342029,48.856527,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1332468,2023-06-30,000001,Vente,1.0,42,,RUE DES ROSIERS,8370,75004,75104,Paris 4e Arrondissement,75,,,75104000AI0003,,,5,52.16,6,,,,,,,,2,4,Local industriel. commercial ou assimilé,52,0,,,,,,2.358996,48.857609,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1332791,2023-07-07,000001,Vente,100.0,26,,RUE DU BOURG TIBOURG,1209,75004,75104,Paris 4e Arrondissement,75,,,75104000AJ0045,,,44,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.356701,48.857544,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1332858,2023-07-07,000001,Vente,100.0,83,,RUE DES POISSONNIERS,7564,75018,75118,Paris 18e Arrondissement,75,,,75118000BV0052,,,67,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.351641,48.89201,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1333037,2023-07-26,000001,Vente,500.0,23,,RUE DAVY,2610,75017,75117,Paris 17e Arrondissement,75,,,75117000DL0047,,,54,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.324145,48.891192,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1333427,2023-07-07,000001,Vente,500.0,5,B,RUE JADIN,4810,75017,75117,Paris 17e Arrondissement,75,,,75117000BL0036,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.305311,48.881185,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1333956,2023-08-08,000001,Vente,500.0,5,,RUE QUENTIN BAUCHART,7954,75008,75108,Paris 8e Arrondissement,75,,,75108000AP0006,,,10,,11,,12,,,,,,3,3,Dépendance,,0,,,,,,2.299298,48.869211,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1334160,2023-07-27,000001,Vente,50.0,6,B,RUE RAVIGNAN,8055,75018,75118,Paris 18e Arrondissement,75,,,75118000BO0154,,,69,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,45,0,,,,,,2.338093,48.885372,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1335208,2023-08-17,000001,Echange,500.0,11,,RUE BROCHANT,1315,75017,75117,Paris 17e Arrondissement,75,,,75117000CS0018,,,31,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,35,0,,,,,,2.317236,48.88864,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1335349,2023-09-20,000001,Vente,1.0,202,B,RUE DU FAUBOURG SAINT HONORE,3518,75008,75108,Paris 8e Arrondissement,75,,,75108000BC0044,,12,,,,,,,,,,,0,,Inconnu,,,,,,,,2.305659,48.875727,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1335468,2023-09-16,000001,Vente,1.0,154,,BD DE MAGENTA,5907,75010,75110,Paris 10e Arrondissement,75,,,75110000AA0013,,,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3509,48.882459,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1335509,2023-08-26,000001,Vente,600.0,177,,RUE LA FAYETTE,5240,75010,75110,Paris 10e Arrondissement,75,,,75110000AI0034,,,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.359607,48.880169,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1335762,2023-09-08,000001,Vente,750.0,19,,AV DE CLICHY,2112,75017,75117,Paris 17e Arrondissement,75,,,75117000CM0110,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.326067,48.884931,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1336347,2023-07-20,000001,Vente,35.0,2,,RUE SAINTE ANASTASE,8531,75003,75103,Paris 3e Arrondissement,75,,,75103000AL0089,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.364345,48.859556,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1336544,2023-07-20,000001,Echange,70.0,2,,RUE SAINTE ANASTASE,8531,75003,75103,Paris 3e Arrondissement,75,,,75103000AL0089,,,20,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.364345,48.859556,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1336805,2023-09-20,000001,Vente,100.0,81,,RUE DES ARCHIVES,0420,75003,75103,Paris 3e Arrondissement,75,,,75103000AI0024,,,47,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,758,0,,,,,,2.360278,48.863259,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1336835,2023-09-20,000001,Vente,100.0,81,,RUE DES ARCHIVES,0420,75003,75103,Paris 3e Arrondissement,75,,,75103000AI0024,,,58,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,90,0,,,,,,2.360278,48.863259,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1336839,2023-09-20,000001,Vente,500.0,81,,RUE DES ARCHIVES,0420,75003,75103,Paris 3e Arrondissement,75,,,75103000AI0024,,,55,,56,,57,,62,,63,,5,4,Local industriel. commercial ou assimilé,758,0,,,,,,2.360278,48.863259,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1336846,2023-09-20,000001,Vente,100.0,81,,RUE DES ARCHIVES,0420,75003,75103,Paris 3e Arrondissement,75,,,75103000AI0024,,,50,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,758,0,,,,,,2.360278,48.863259,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1337049,2023-10-17,000001,Vente,500.0,28,,RUE DE PONTHIEU,7612,75008,75108,Paris 8e Arrondissement,75,,,75108000BI0010,,,13,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.308778,48.871085,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1337540,2023-10-26,000001,Vente,460.0,15,,RUE ARSENE HOUSSAYE,0473,75008,75108,Paris 8e Arrondissement,75,,,75108000AV0019,,,37,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,175,0,,,,,,2.299523,48.87479,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1337663,2023-10-30,000001,Vente,850.0,8,,IMP DE BERGAME,0883,75020,75120,Paris 20e Arrondissement,75,,,75120000DS0060,,,4,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.399486,48.853258,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1337744,2023-07-20,000001,Vente,100.0,2,,RUE SAINTE ANASTASE,8531,75003,75103,Paris 3e Arrondissement,75,,,75103000AL0089,,,41,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.364345,48.859556,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1337745,2023-07-20,000002,Vente,50.0,2,,RUE SAINTE ANASTASE,8531,75003,75103,Paris 3e Arrondissement,75,,,75103000AL0089,,,13,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.364345,48.859556,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1338030,2023-11-08,000001,Vente,1.0,1,,RUE LACAILLE,5216,75017,75117,Paris 17e Arrondissement,75,,,75117000DM0067,,,52,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.324555,48.892619,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1338118,2023-10-30,000001,Vente,500.0,24,,RUE MARBEUF,5993,75008,75108,Paris 8e Arrondissement,75,,,75108000AQ0015,,,78,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,122,0,,,,,,2.304356,48.868747,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1338213,2023-10-12,000001,Vente,1.0,225,,RUE DE CRIMEE,2443,75019,75119,Paris 19e Arrondissement,75,,,75119000AI0061,,,72,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.374182,48.892606,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1338347,2023-11-03,000001,Vente,1.0,6,,RUE DENIS POISSON,2694,75017,75117,Paris 17e Arrondissement,75,,,75117000AF0053,,,47,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.287923,48.876848,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1338398,2023-07-20,000001,Vente,50.0,2,,RUE SAINTE ANASTASE,8531,75003,75103,Paris 3e Arrondissement,75,,,75103000AL0089,,,33,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.364345,48.859556,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1338400,2023-07-20,000001,Vente,50.0,2,,RUE SAINTE ANASTASE,8531,75003,75103,Paris 3e Arrondissement,75,,,75103000AL0089,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.364345,48.859556,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1338437,2023-11-14,000002,Vente,1.0,40,Z,RUE MARX DORMOY,6149,75018,75118,Paris 18e Arrondissement,75,,,75118000DD0109,,,,,,,,,,,,,0,,Inconnu,,,S,sols,,,68,2.359927,48.887171,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1338515,2023-11-17,000001,Vente,1.0,43,,RUE DE LONDRES,5741,75008,75108,Paris 8e Arrondissement,75,,,75108000BV0027,,8,,,,,,,,,,,0,,Inconnu,,,,,,,,2.325655,48.878116,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1338596,2023-11-27,000001,Vente,500.0,102,,RUE SAINT-LAZARE,8673,75009,75109,Paris 9e Arrondissement,75,,,75109000AK0078,,,110,8,,,,,,,,,1,4,Local industriel. commercial ou assimilé,174,0,,,,,,2.327338,48.875816,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1339001,2023-07-20,000001,Echange,50.0,2,,RUE SAINTE ANASTASE,8531,75003,75103,Paris 3e Arrondissement,75,,,75103000AL0089,,,37,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.364345,48.859556,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1339002,2023-07-20,000002,Echange,100.0,2,,RUE SAINTE ANASTASE,8531,75003,75103,Paris 3e Arrondissement,75,,,75103000AL0089,,,35,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.364345,48.859556,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1339195,2023-12-06,000001,Vente,500.0,16,,BD DE CLICHY,2113,75018,75118,Paris 18e Arrondissement,75,,,75118000BQ0117,,,119,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.338203,48.882519,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1339233,2023-11-28,000002,Vente,100.0,95,,RUE LA FAYETTE,5240,75010,75110,Paris 10e Arrondissement,75,,,75110000AN0084,,,249,,250,,251,,,,,,3,3,Dépendance,,0,,,,,,2.349562,48.87759,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1339344,2023-11-28,000001,Vente,503.14,5,,RUE PIERRE CHAUSSON,7422,75010,75110,Paris 10e Arrondissement,75,,,75110000BF0006,,,81,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.360147,48.870754,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1339682,2023-12-14,000001,Vente,500.0,55,,BD SAINT MARTIN,8692,75003,75103,Paris 3e Arrondissement,75,,,75103000AB0136,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.355746,48.868756,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1339737,2023-07-20,000001,Vente,50.0,2,,RUE SAINTE ANASTASE,8531,75003,75103,Paris 3e Arrondissement,75,,,75103000AL0089,,,44,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.364345,48.859556,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1339748,2023-12-08,000001,Vente,400.0,37,,RUE DE L ECHIQUIER,3084,75010,75110,Paris 10e Arrondissement,75,,,75110000AV0067,,,63,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,56,0,,,,,,2.349384,48.871481,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1339900,2023-07-20,000001,Echange,50.0,2,,RUE SAINTE ANASTASE,8531,75003,75103,Paris 3e Arrondissement,75,,,75103000AL0089,,,49,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.364345,48.859556,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1340113,2023-12-18,000001,Vente,500.0,78,,RUE NOTRE-DAME DE NAZARETH,6834,75003,75103,Paris 3e Arrondissement,75,,,75103000AB0111,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.354681,48.86807,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1340115,2023-12-18,000001,Vente,600.0,78,,RUE NOTRE-DAME DE NAZARETH,6834,75003,75103,Paris 3e Arrondissement,75,,,75103000AB0111,,,31,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.354681,48.86807,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1340172,2023-12-13,000001,Vente,1.0,44,,RUE DES VINAIGRIERS,9848,75010,75110,Paris 10e Arrondissement,75,,,75110000BB0054,,,265,,356,,,,,,,,2,4,Local industriel. commercial ou assimilé,2040,0,,,,,,2.361049,48.873539,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1340222,2023-12-21,000001,Vente,500.0,19,,RUE MONSIGNY,6446,75002,75102,Paris 2e Arrondissement,75,,,75102000AC0059,,,62,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3356,48.869542,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1340642,2023-12-20,000001,Vente,1.2,45,,RUE DES APENNINS,0396,75017,75117,Paris 17e Arrondissement,75,,,75117000DI0129,,,34,,35,,61,,,,,,3,4,Local industriel. commercial ou assimilé,339,0,,,,,,2.322514,48.891611,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1340700,2023-12-29,000001,Vente,1.0,12,,RUE D ENGHIEN,3284,75010,75110,Paris 10e Arrondissement,75,,,75110000AU0093,,,208,,212,,,,,,,,2,4,Local industriel. commercial ou assimilé,40,0,,,,,,2.352081,48.872201,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1340749,2023-12-27,000001,Vente,1.0,28,,RUE LA BOETIE,5194,75008,75108,Paris 8e Arrondissement,75,,,75108000CJ0014,,,105,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,22,0,,,,,,2.315523,48.874129,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1340784,2023-12-28,000001,Vente,1.0,9,,RUE DES PYRAMIDES,7902,75001,75101,Paris 1er Arrondissement,75,,,75101000AW0101,,,10,,3,,7,,,,,,3,4,Local industriel. commercial ou assimilé,60,0,,,,,,2.332588,48.864831,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1340884,2023-12-28,000001,Vente,0.15,2,,RUE DU MARCHE ST HONORE,6034,75001,75101,Paris 1er Arrondissement,75,,,75101000AY0050,,,25,39.63,,,,,,,,,1,4,Local industriel. commercial ou assimilé,20,0,,,,,,2.331043,48.865569,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1340918,2023-12-29,000001,Vente,943.32,66,A,RUE DE LA ROCHEFOUCAULD,5356,75009,75109,Paris 9e Arrondissement,75,,,75109000AF0005,,,118,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.33631,48.880774,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1340920,2023-12-28,000001,Vente,0.15,5,,RUE BLONDEL,1021,75003,75103,Paris 3e Arrondissement,75,,,75103000AB0123,,,56,55.5,,,,,,,,,1,4,Local industriel. commercial ou assimilé,51,0,,,,,,2.354524,48.868451,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1341500,2023-01-24,000001,Vente,500.0,4,B,RUE GUSTAVE ZEDE,4428,75016,75116,Paris 16e Arrondissement,75,,,75116000CM0079,,,51,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.272654,48.855934,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1341824,2023-01-20,000001,Vente,750.0,38,,RUE PETION,7312,75011,75111,Paris 11e Arrondissement,75,,,75111000BM0003,,,62,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.380724,48.860146,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1342008,2023-01-26,000001,Vente,1.0,16,,RUE LEON FROT,5554,75011,75111,Paris 11e Arrondissement,75,,,75111000CK0005,,,1,48.75,2,,,,,,,,2,4,Local industriel. commercial ou assimilé,55,0,,,,,,2.388081,48.854017,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1343115,2023-02-16,000001,Echange,500.0,14,,RUE LAHIRE,5270,75013,75113,Paris 13e Arrondissement,75,,,75113000BG0022,,,8,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,3,0,,,,,,2.366213,48.829829,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1343769,2023-02-24,000001,Vente,1.0,8,,AV THEOPHILE GAUTIER,9253,75016,75116,Paris 16e Arrondissement,75,,,75116000BZ0054,,,79,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.274208,48.850997,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1344737,2023-03-01,000001,Vente,1.0,,,,,,75113,Paris 13e Arrondissement,75,,,75113000EA0082,,31070,,,,,,,,,,,0,,Inconnu,,,,,,,,2.354633,48.829151,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1345120,2023-03-01,000001,Vente,3.6,,,,,,75113,Paris 13e Arrondissement,75,,,75113000EA0082,,31104,,,,,,,,,,,0,,Inconnu,,,,,,,,2.354633,48.829151,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1345126,2023-03-01,000001,Vente,900.0,,,,,,75113,Paris 13e Arrondissement,75,,,75113000EA0082,,31110,,,,,,,,,,,0,,Inconnu,,,,,,,,2.354633,48.829151,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1345559,2023-03-31,000001,Vente,100.0,78,,BD BEAUMARCHAIS,0783,75011,75111,Paris 11e Arrondissement,75,,,75111000BE0004,,,24,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3681,48.858954,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1347309,2023-04-25,000001,Vente,1.0,28,,RUE DU FER A MOULIN,3573,75005,75105,Paris 5e Arrondissement,75,,,75105000AU0041,,,41,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,72,0,,,,,,2.353254,48.839262,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1347785,2023-05-05,000001,Vente,1.0,114,,RUE DE LA CONVENTION,2300,75015,75115,Paris 15e Arrondissement,75,,,75115000EP0014,,,106,3.9,,,,,,,,,1,3,Dépendance,,0,,,,,,2.288026,48.84085,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1347807,2023-04-28,000002,Echange,1.0,175,,RUE BLOMET,1019,75015,75115,Paris 15e Arrondissement,75,,,75115000BN0047,,,55,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,54,0,,,,,,2.293929,48.836776,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1347843,2023-04-24,000001,Vente,100.0,5,,RUE OBERKAMPF,6858,75011,75111,Paris 11e Arrondissement,75,,,75111000AO0068,,,86,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.367877,48.863088,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1348105,2023-04-13,000001,Vente,200.0,30,,AV DE LA BOURDONNAIS,5202,75007,75107,Paris 7e Arrondissement,75,,,75107000CH0012,,,35,,36,,,,,,,,2,4,Local industriel. commercial ou assimilé,109,0,,,,,,2.298691,48.858243,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1348248,2023-05-23,000001,Vente,500.0,12,,RUE DE LA GLACIERE,4201,75013,75113,Paris 13e Arrondissement,75,,,75113000EM0031,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.345052,48.836751,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1348638,2023-05-25,000001,Vente,750.0,14,,RUE MALAR,5945,75007,75107,Paris 7e Arrondissement,75,,,75107000CK0073,,,13,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.305649,48.860313,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1350302,2023-06-20,000001,Echange,100.0,18,,RUE DE CONDE,2263,75006,75106,Paris 6e Arrondissement,75,,,75106000AJ0037,,,30,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.337784,48.850756,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1350760,2023-06-29,000001,Vente,2.0,14,,RUE DES VOLONTAIRES,9902,75015,75115,Paris 15e Arrondissement,75,,,75115000CG0069,,,38,666.27,41,,,,,,,,2,4,Local industriel. commercial ou assimilé,883,0,,,,,,2.306886,48.84245,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1351302,2023-06-15,000001,Vente,500.0,72,,RUE LEON FROT,5554,75011,75111,Paris 11e Arrondissement,75,,,75111000BT0037,,,25,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.385175,48.857284,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1351503,2023-06-29,000003,Vente,100.0,69,,BD PASTEUR,7089,75015,75115,Paris 15e Arrondissement,75,,,75115000CJ0053,,,52,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.315143,48.840897,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1352103,2023-06-27,000001,Vente,1.0,20,,RUE THIBOUMERY,9270,75015,75115,Paris 15e Arrondissement,75,,,75115000AF0016,,,8,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.303923,48.835562,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1352154,2023-06-29,000001,Vente,801.0,75,,AV LEDRU ROLLIN,5467,75012,75112,Paris 12e Arrondissement,75,,,75112000ET0006,,,210,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.37436,48.850217,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1353038,2023-07-27,000001,Vente,66.0,,,,,,75113,Paris 13e Arrondissement,75,,,75113000EA0082,,31121,,,,,,,,,,,0,,Inconnu,,,,,,,,2.354633,48.829151,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1353178,2023-07-24,000001,Vente,1.0,45,,RUE DESCARTES,2724,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0012,,,60,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.349467,48.845423,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1353364,2023-07-26,000001,Vente,500.0,6,,RUE DUMERIL,2984,75013,75113,Paris 13e Arrondissement,75,,,75113000AR0020,,,65,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.356908,48.837704,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1353372,2023-07-27,000001,Vente,300.0,33,,AV D ITALIE,4754,75013,75113,Paris 13e Arrondissement,75,,,75113000DY0057,,,1211,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,565,0,,,,,,2.357564,48.827961,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1353475,2023-08-03,000001,Vente,1.0,8,B,RUE DE L ARRIVEE,0469,75015,75115,Paris 15e Arrondissement,75,,,75115000CR0101,,,217,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.32184,48.843734,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1353959,2023-07-28,000001,Vente,1.0,6,,AV ST HONORE D EYLAU,8637,75016,75116,Paris 16e Arrondissement,75,,,75116000FK0113,,,529,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.286727,48.867548,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1354595,2023-09-06,000001,Vente,500.0,49,,RUE DE VOUILLE,9919,75015,75115,Paris 15e Arrondissement,75,,,75115000AH0025,,,19,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,114,0,,,,,,2.308688,48.833948,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1354789,2023-09-13,000001,Vente,1.0,83,P,BD DE L HOPITAL,4649,75013,75113,Paris 13e Arrondissement,75,,,75113000AJ0009,,2,,,,,,,,,,,0,,Inconnu,,,,,,,,2.366581,48.840072,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
