id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,_source_file,motif_rejet
2022-1664088,2022-09-14,000001,Vente,,9,,RUE DE MARIGNAN,6086,75008,75108,Paris 8e Arrondissement,75,,,75108000AQ0030,,,1018,,1059,,,,,,,,2,2,Appartement,198,6,,,,,,2.305663,48.868233,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1647938,2022-04-19,000001,Vente,,29,,RUE DE ROME,8339,75008,75108,Paris 8e Arrondissement,75,,,75108000BV0008,,,,,,,,,,,,,0,2,Appartement,156,5,S,sols,,,607,2.322854,48.876693,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1671153,2022-04-19,000001,Vente,,47,,BD SAINT JACQUES,8645,75014,75114,Paris 14e Arrondissement,75,,,75114000BP0040,,,,,,,,,,,,,0,2,Appartement,149,3,S,sols,,,1302,2.33674,48.832399,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2023-1348488,2023-05-16,000001,Vente,,34,,ALL VIVALDI,9891,75012,75112,Paris 12e Arrondissement,75,,,75112000CC0067,,,,,,,,,,,,,0,2,Appartement,138,6,S,sols,,,850,2.390231,48.841966,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2022-1647961,2022-04-19,000001,Vente,,158,,RUE PELLEPORT,7228,75020,75120,Paris 20e Arrondissement,75,,,75120000AS0223,,,,,,,,,,,,,0,2,Appartement,119,5,S,sols,,,2953,2.398448,48.872815,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1685314,2022-11-04,000001,Vente,,11,B,RUE BOIS DE BOULOGNE,1065,75016,75116,Paris 16e Arrondissement,75,,,75116000FA0042,,,16,,9,,,,,,,,2,2,Appartement,115,3,,,,,,2.286528,48.875074,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2023-1346569,2023-03-21,000001,Vente,,8,,RUE POPINCOURT,7626,75011,75111,Paris 11e Arrondissement,75,,,75111000BK0114,,,7,119.51,,,,,,,,,1,2,Appartement,114,3,,,,,,2.377987,48.857345,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2022-1647965,2022-04-19,000001,Vente,,117,,RUE DE LA REUNION,8180,75020,75120,Paris 20e Arrondissement,75,,,75120000CT0031,,,,,,,,,,,,,0,2,Appartement,108,6,S,sols,,,788,2.398776,48.857816,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1647949,2022-04-19,000001,Vente,,10,,RUE TRISTAN TZARA,9450,75018,75118,Paris 18e Arrondissement,75,,,75118000CW0067,,,,,,,,,,,,,0,2,Appartement,101,5,S,sols,,,1921,2.365328,48.89532,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2023-1358080,2023-10-27,000001,Vente,,74,,RUE DE LA TOUR,9362,75016,75116,Paris 16e Arrondissement,75,,,75116000DK0023,,,119,,20,,,,,,,,2,2,Appartement,100,5,,,,,,2.28006,48.861225,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2022-1684834,2022-03-10,000001,Adjudication,,99,,RUE DE SEVRES,8955,75006,75106,Paris 6e Arrondissement,75,,,75106000BD0035,,,1097,,1231,,,,,,,,2,2,Appartement,94,3,,,,,,2.321273,48.84818,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1647958,2022-04-19,000001,Vente,,162,B,RUE PELLEPORT,7228,75020,75120,Paris 20e Arrondissement,75,,,75120000AS0138,,,,,,,,,,,,,0,2,Appartement,90,5,S,sols,,,341,2.398117,48.873027,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1688420,2022-06-24,000001,Vente,,29,,RUE POPINCOURT,7626,75011,75111,Paris 11e Arrondissement,75,,,75111000BI0034,,,120,,72,,,,,,,,2,2,Appartement,90,4,,,,,,2.376256,48.858311,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2023-1348485,2023-05-16,000001,Vente,,76,,RUE LECOURBE,5456,75015,75115,Paris 15e Arrondissement,75,,,75115000BZ0025,,,5,,,,,,,,,,1,2,Appartement,87,5,,,,,,2.304924,48.844337,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2022-1645049,2022-03-07,000001,Vente,,7,,SQ GABRIEL FAURE,3899,75017,75117,Paris 17e Arrondissement,75,,,75117000CH0028,,,12,,87,,,,,,,,2,2,Appartement,80,3,,,,,,2.313017,48.885276,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2023-1357480,2023-10-19,000001,Vente,,76,,RUE DE SEVRES,8955,75007,75107,Paris 7e Arrondissement,75,,,75107000BH0022,,,153,,154,,171,,74,,,,4,2,Appartement,65,4,,,,,,2.318053,48.848111,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2022-1645788,2022-03-10,000001,Vente,,16,,RUE DES CLOYS,2157,75018,75118,Paris 18e Arrondissement,75,,,75118000BI0002,,,20,,,,,,,,,,1,2,Appartement,61,3,,,,,,2.340382,48.892788,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1651025,2022-06-21,000001,Vente,,82,,RUE DAMREMONT,2534,75018,75118,Paris 18e Arrondissement,75,,,75118000AW0110,,,10,66.68,24,,,,,,,,2,2,Appartement,58,3,,,,,,2.335588,48.892215,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2023-1349242,2023-05-30,000001,Vente,,93,,BD RASPAIL,8045,75006,75106,Paris 6e Arrondissement,75,,,75106000AV0010,,,130,,66,57.02,,,,,,,2,2,Appartement,56,2,,,,,,2.328471,48.847267,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2023-1355808,2023-09-08,000001,Vente,,43,,BD SAINT GERMAIN,8619,75005,75105,Paris 5e Arrondissement,75,,,75105000AC0006,,,41,,6,53.37,,,,,,,2,2,Appartement,55,3,,,,,,2.349841,48.849458,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2022-1641731,2022-01-20,000001,Vente,,22,,RUE ARTHUR ROZIER,0481,75019,75119,Paris 19e Arrondissement,75,,,75119000DZ0110,,,12,,28,,,,,,,,2,2,Appartement,52,3,,,,,,2.39116,48.878623,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1644280,2022-02-21,000001,Vente,,10,,RUE DE LESDIGUIERES,5616,75004,75104,Paris 4e Arrondissement,75,,,75104000AP0032,,,29,,9,49.85,,,,,,,2,2,Appartement,51,3,,,,,,2.367016,48.852867,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1650867,2022-06-07,000001,Vente,,61,,RUE SAINT ANTOINE,8490,75004,75104,Paris 4e Arrondissement,75,,,75104000AO0155,,,51,43.71,,,,,,,,,1,2,Appartement,46,2,,,,,,2.363726,48.854034,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2023-1328976,2023-05-23,000001,Vente,,124,,AV DE SAINT OUEN,8718,75018,75118,Paris 18e Arrondissement,75,,,75118000AH0086,,,16,44.9,43,,,,,,,,2,2,Appartement,45,2,,,,,,2.328563,48.895261,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2022-1667379,2022-02-24,000001,Vente,,151,,RUE OBERKAMPF,6858,75011,75111,Paris 11e Arrondissement,75,,,75111000AI0042,,,3005,42.34,3159,,,,,,,,2,2,Appartement,42,2,,,,,,2.381355,48.867322,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1646250,2022-03-22,000001,Vente,,19,,RUE DE L ATLAS,0512,75019,75119,Paris 19e Arrondissement,75,,,75119000EW0023,,,144,41.86,,,,,,,,,1,2,Appartement,40,2,,,,,,2.376027,48.875153,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1645549,2022-03-14,000001,Echange,,123,,RUE D ABOUKIR,0040,75002,75102,Paris 2e Arrondissement,75,,,75102000AO0162,,,135,,,,,,,,,,1,2,Appartement,39,2,,,,,,2.350353,48.868914,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1644096,2022-02-09,000001,Vente,,23,,RUE GAUTHEY,3992,75017,75117,Paris 17e Arrondissement,75,,,75117000DH0089,,,31,,39,,4,25.75,40,,41,,5,2,Appartement,37,2,,,,,,2.320558,48.892088,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2023-1357485,2023-09-27,000002,Vente,,157,,RUE SAINT CHARLES,8513,75015,75115,Paris 15e Arrondissement,75,,,75115000ER0015,,,3,,,,,,,,,,1,2,Appartement,37,2,,,,,,2.282157,48.842315,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2022-1675350,2022-06-08,000001,Vente,,12,,RUE JULES CESAR,5063,75012,75112,Paris 12e Arrondissement,75,,,75112000EO0040,,,166,,,,,,,,,,1,2,Appartement,33,1,,,,,,2.369374,48.848546,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1666553,2022-02-18,000001,Vente,,183,,RUE SAINT CHARLES,8513,75015,75115,Paris 15e Arrondissement,75,,,75115000ES0009,,,49,,51,,,,,,,,2,2,Appartement,32,1,,,,,,2.281132,48.84106,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2023-1345177,2023-03-23,000001,Echange,,154,,RUE DE VAUGIRARD,9624,75015,75115,Paris 15e Arrondissement,75,,,75115000CU0011,,,196,,,,,,,,,,1,2,Appartement,30,1,,,,,,2.314114,48.843704,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2023-1327999,2023-04-12,000002,Vente,,13,,RUE DES JEUNEURS,4973,75002,75102,Paris 2e Arrondissement,75,,,75102000AI0091,,,23,,24,,25,,33,,,,4,2,Appartement,29,2,,,,,,2.346148,48.869059,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2022-1652213,2022-06-28,000001,Vente,,83,,RUE ORDENER,6918,75018,75118,Paris 18e Arrondissement,75,,,75118000BJ0059,,,17,,,,,,,,,,1,2,Appartement,22,1,,,,,,2.348052,48.891663,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1678545,2022-07-12,000001,Vente,,77,,RUE DE L OUEST,6978,75014,75114,Paris 14e Arrondissement,75,,,75114000DQ0052,,,108,,,,,,,,,,1,2,Appartement,20,1,,,,,,2.318275,48.83528,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2023-1339170,2023-08-31,000001,Vente,,62,,RUE DE MEAUX,6236,75019,75119,Paris 19e Arrondissement,75,,,75119000ES0012,,,27,,,,,,,,,,1,2,Appartement,19,1,,,,,,2.37476,48.882101,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2022-1667121,2022-03-01,000002,Vente,,74,,CRS DE VINCENNES,9850,75012,75112,Paris 12e Arrondissement,75,,,75112000AB0018,,,39,,,,,,,,,,1,2,Appartement,12,1,,,,,,2.405509,48.84701,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1672165,2022-05-18,000001,Vente,,49,,AV DU MAINE,5922,75014,75114,Paris 14e Arrondissement,75,,,75114000AI0057,,,24,10.29,,,,,,,,,1,2,Appartement,11,2,,,,,,2.322197,48.840328,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1643274,2022-02-17,000001,Vente,,97,T,RUE DU RUISSEAU,8436,75018,75118,Paris 18e Arrondissement,75,,,75118000AY0120,,,,,,,,,,,,,0,,Inconnu,,,S,sols,,,251,2.34222,48.897428,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1646255,2022-03-10,000002,Vente,,18,,RUE NOTRE-DAME DE LORETTE,6832,75009,75109,Paris 9e Arrondissement,75,,,75109000AG0033,,,202,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.338557,48.877956,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1646968,2022-03-30,000001,Vente,,26,,RUE DU SENTIER,8922,75002,75102,Paris 2e Arrondissement,75,,,75102000AH0066,,13,,,,,,,,,,,0,,Inconnu,,,,,,,,2.346839,48.869742,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1647955,2022-04-19,000001,Vente,,,,,,,75120,Paris 20e Arrondissement,75,,,75120000BX0222,,1,,,,,,,,,,,0,,Inconnu,,,,,,,,2.386095,48.867244,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1647970,2022-04-19,000001,Vente,,,,,,,75120,Paris 20e Arrondissement,75,,,75120000BP0006,,1,,,,,,,,,,,0,,Inconnu,,,,,,,,2.407646,48.870985,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1648291,2022-04-27,000001,Vente,,4,,RUE AGRIPPA D AUBIGNE,0092,75004,75104,Paris 4e Arrondissement,75,,,75104000AT0023,,13330,,,,,,,,,,,0,,Inconnu,,,,,,,,2.362757,48.849702,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1648306,2022-04-27,000001,Vente,,4,,RUE AGRIPPA D AUBIGNE,0092,75004,75104,Paris 4e Arrondissement,75,,,75104000AT0023,,1001,,,,,,,,,,,0,,Inconnu,,,,,,,,2.362757,48.849702,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1651379,2022-05-31,000001,Vente,,12,,RUE DE BEARN,0756,75003,75103,Paris 3e Arrondissement,75,,,75103000AN0043,,1,,,,,,,,,,,0,,Inconnu,,,,,,,,2.366878,48.85743,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1657304,2022-09-07,000001,Vente,,,,,,,75120,Paris 20e Arrondissement,75,,,75120000BP0024,,2,,,,,,,,,,,0,,Inconnu,,,,,,,,2.407758,48.872075,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1660932,2022-10-27,000002,Echange,,3,,RUE SAINT GERMAIN L AUXERROIS,8623,75001,75101,Paris 1er Arrondissement,75,,,75101000AN0087,,303,,,,,,,,,,,0,,Inconnu,,,,,,,,2.34534,48.858014,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1666353,2022-02-16,000001,Vente,,5,,AV DE LA PORTE D IVRY,7721,75013,75113,Paris 13e Arrondissement,75,,,75113000CL0013,,1,,,,,,,,,,,0,,Inconnu,,,,,,,,2.371379,48.819647,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1669481,2022-03-31,000001,Vente,,12,Z,RUE MARGUERITE DURAS,6064,75013,75113,Paris 13e Arrondissement,75,,,75113000BV0061,,,,,,,,,,,,,0,,Inconnu,,,S,sols,,,1005,,,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1669496,2022-03-31,000001,Vente,,15,Z,RUE DE BELLIEVRE,0843,75013,75113,Paris 13e Arrondissement,75,,,75113000AG0052,,,,,,,,,,,,,0,,Inconnu,,,S,sols,,,18,,,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1669550,2022-03-25,000001,Vente,,18,,BD GENERAL JEAN SIMON,4034,75013,75113,Paris 13e Arrondissement,75,,,75113000BX0041,,7,,,,,,,,,,,0,,Inconnu,,,,,,,,2.383263,48.826645,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1669982,2022-04-07,000001,Vente,,16,,RUE PICOT,7399,75016,75116,Paris 16e Arrondissement,75,,,75116000ES0032,,,209,,4,58.32,,,,,,,2,4,Local industriel. commercial ou assimilé,68,0,,,,,,2.282825,48.871596,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1677843,2022-07-26,000001,Vente,,28,Z,RUE JORGE SEMPRUN,5009,75012,75112,Paris 12e Arrondissement,75,,,75112000CZ0036,,,,,,,,,,,,,0,,Inconnu,,,S,sols,,,2528,2.384425,48.841661,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1683454,2022-10-11,000001,Vente en l'état futur d'achèvement,,,,,,,75113,Paris 13e Arrondissement,75,,,75113000BR0070,,,50,,,,,,,,,,1,,Inconnu,,,,,,,,2.373369,48.833202,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1684085,2022-10-20,000002,Vente,,7,,RUE SAINT AMAND,8478,75015,75115,Paris 15e Arrondissement,75,,,75115000AG0004,,,881,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.307597,48.836031,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1684399,2022-11-14,000001,Vente,,,,RUE DE CHARENTON,1794,75012,75112,Paris 12e Arrondissement,75,,,75112000BN0026,,,,,,,,,,,,,0,,Inconnu,,,CH,chemin de fer,,,9447,2.399444,48.833053,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2022-1684468,2022-11-08,000001,Vente,,13,,RUE NATIONALE,6693,75013,75113,Paris 13e Arrondissement,75,,,75113000CR0040,,,,,,,,,,,,,0,,Inconnu,,,S,sols,,,87,2.36834,48.822957,dvf_2022_75.csv,valeur_fonciere nulle ou absente
2023-1338857,2023-11-27,000001,Vente,,38,T,RUE MSTISLAV ROSTROPOVITCH,6627,75017,75117,Paris 17e Arrondissement,75,,,75117000CU0090,,13,,,,,,,,,,,0,,Inconnu,,,,,,,,2.312414,48.890575,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2023-1340004,2023-12-14,000001,Vente,,54,,AV CORENTIN CARIOU,2334,75019,75119,Paris 19e Arrondissement,75,,,75119000CB0012,,,,,,,,,,,,,0,,Inconnu,,,CH,chemin de fer,,,20523,2.38853,48.898066,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2023-1345372,2023-03-28,000001,Vente,,12,Z,RUE ALICE DOMON LEONIE DUQUET,0194,75013,75113,Paris 13e Arrondissement,75,,,75113000BW0023,,6,,,,,,,,,,,0,,Inconnu,,,,,,,,2.382532,48.828285,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2023-1355014,2023-09-15,000001,Vente,,9,,RUE DES SAINTS PERES,8767,75006,75106,Paris 6e Arrondissement,75,,,75106000BM0008,,,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.332857,48.857244,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2023-1357490,2023-10-27,000001,Vente,,94,,RUE JEANNE D ARC,4930,75013,75113,Paris 13e Arrondissement,75,,,75113000AO0014,,3,,,,,,,,,,,0,,Inconnu,,,,,,,,2.363667,48.833927,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2023-1357801,2023-10-17,000002,Vente,,204,,BD SAINT GERMAIN,8619,75007,75107,Paris 7e Arrondissement,75,,,75107000AD0039,,,20,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.329087,48.855126,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2023-1358020,2023-10-25,000003,Vente,,127,,RUE DU CHEMIN VERT,1966,75011,75111,Paris 11e Arrondissement,75,,,75111000AX0066,,102,,,,,,,,,,,0,,Inconnu,,,,,,,,2.384118,48.862706,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2023-1361361,2023-12-29,000002,Vente,,3,,RUE CHARRIERE,1892,75011,75111,Paris 11e Arrondissement,75,,,75111000CH0026,,,61,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.381913,48.853606,dvf_2023_75.csv,valeur_fonciere nulle ou absente
2022-1688136,2022-12-14,000001,Vente,1.0,8,,PAS TURQUETIL,9512,75011,75111,Paris 11e Arrondissement,75,,,75111000CR0201,,,622,,,,,,,,,,1,2,Appartement,460,5,,,,,,2.393221,48.85143,dvf_2022_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1361366,2023-12-18,000003,Vente,14.4,16,,RUE GUYNEMER,4442,75006,75106,Paris 6e Arrondissement,75,,,75106000AM0010,,,26,,27,,28,,29,,,,4,2,Appartement,293,6,,,,,,2.332178,48.847391,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1356870,2023-09-28,000001,Vente,500.0,60,,AV VICTOR HUGO,9761,75016,75116,Paris 16e Arrondissement,75,,,75116000FE0013,,,45,,,,,,,,,,1,2,Appartement,260,6,,,,,,2.28669,48.870681,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1348191,2023-04-25,000001,Vente,500.0,134,,RUE DE GRENELLE,4314,75007,75107,Paris 7e Arrondissement,75,,,75107000AX0020,,,67,,,,,,,,,,1,2,Appartement,243,7,,,,,,2.317883,48.857693,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1336462,2023-09-28,000001,Vente,100.0,26,,RUE ST LOUIS EN L ILE,8678,75004,75104,Paris 4e Arrondissement,75,,,75104000AV0042,,,24,,28,,30,,,,,,3,2,Appartement,238,5,,,,,,2.357695,48.851614,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2022-1686811,2022-12-09,000001,Vente,1.0,34,,RUE DU RANELAGH,8029,75016,75116,Paris 16e Arrondissement,75,,,75116000CK0031,,,63,,,,,,,,,,1,2,Appartement,178,6,,,,,,2.276372,48.854137,dvf_2022_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2022-1686817,2022-12-09,000001,Vente,1.0,34,,RUE DU RANELAGH,8029,75016,75116,Paris 16e Arrondissement,75,,,75116000CK0031,,,62,,,,,,,,,,1,2,Appartement,175,5,,,,,,2.276372,48.854137,dvf_2022_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2022-1653187,2022-07-18,000001,Vente,600.0,106,,RUE SAINT-HONORE,8635,75001,75101,Paris 1er Arrondissement,75,,,75101000AT0174,,,245,,246,,247,,,,,,3,2,Appartement,171,6,,,,,,2.341996,48.86182,dvf_2022_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2022-1677529,2022-07-26,000001,Vente,50.0,144,,AV DE MALAKOFF,5939,75016,75116,Paris 16e Arrondissement,75,,,75116000EZ0013,,,52,,,,,,,,,,1,2,Appartement,171,6,,,,,,2.284288,48.875672,dvf_2022_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2022-1665957,2022-02-03,000001,Vente,1.0,2,,AV VION WHITCOMB,9874,75016,75116,Paris 16e Arrondissement,75,,,75116000CN0015,,,51,,,,,,,,,,1,2,Appartement,169,6,,,,,,2.269724,48.85592,dvf_2022_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1356936,2023-10-11,000001,Vente,1.0,7,,PL PINEL,7493,75013,75113,Paris 13e Arrondissement,75,,,75113000AP0030,,,361,,,,,,,,,,1,2,Appartement,166,6,,,,,,2.360695,48.833256,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1340243,2023-11-22,000003,Vente,1.0,9,,RUE D EDIMBOURG,3118,75008,75108,Paris 8e Arrondissement,75,,,75108000BX0029,,,39,,,,,,,,,,1,2,Appartement,166,6,,,,,,2.320947,48.879269,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1353322,2023-07-13,000001,Echange,200.0,8,,RUE DU COLONEL COMBES,2201,75007,75107,Paris 7e Arrondissement,75,,,75107000CM0004,,,52,,,,,,,,,,1,2,Appartement,150,3,,,,,,2.305834,48.86186,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1350447,2023-06-16,000001,Vente,7.2,16,,RUE GUYNEMER,4442,75006,75106,Paris 6e Arrondissement,75,,,75106000AM0010,,,32,,33,,,,,,,,2,2,Appartement,150,5,,,,,,2.332178,48.847391,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1361051,2023-12-22,000001,Vente,100.0,21,,AV DE LA MOTTE PICQUET,5308,75007,75107,Paris 7e Arrondissement,75,,,75107000BX0003,,,29,,,,,,,,,,1,2,Appartement,146,5,,,,,,2.308027,48.855549,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2022-1661014,2022-11-24,000001,Vente,1.0,2,,SQ DU ROULE,8398,75008,75108,Paris 8e Arrondissement,75,,,75108000AX0113,,,149,,,,,,,,,,1,2,Appartement,145,4,,,,,,2.299629,48.876786,dvf_2022_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1350501,2023-06-16,000001,Vente,7.2,16,,RUE GUYNEMER,4442,75006,75106,Paris 6e Arrondissement,75,,,75106000AM0010,,,30,,31,,,,,,,,2,2,Appartement,145,5,,,,,,2.332178,48.847391,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1336803,2023-09-20,000001,Vente,200.0,81,,RUE DES ARCHIVES,0420,75003,75103,Paris 3e Arrondissement,75,,,75103000AI0024,,,60,,,,,,,,,,1,2,Appartement,144,5,,,,,,2.360278,48.863259,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1336437,2023-09-20,000001,Vente,100.0,81,,RUE DES ARCHIVES,0420,75003,75103,Paris 3e Arrondissement,75,,,75103000AI0024,,,39,,,,,,,,,,1,2,Appartement,144,5,,,,,,2.360278,48.863259,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1332012,2023-07-07,000001,Vente,500.0,9,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000BC0022,,,100,,,,,,,,,,1,2,Appartement,143,7,,,,,,2.306414,48.875683,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1341393,2023-01-20,000001,Vente,1.0,5,,SQ CHARLES DICKENS,1824,75016,75116,Paris 16e Arrondissement,75,,,75116000CG0074,,,13,,,,,,,,,,1,2,Appartement,140,6,,,,,,2.284659,48.857575,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1332793,2023-07-19,000001,Vente,1.0,24,,RUE DE LA ROCHEFOUCAULD,5356,75009,75109,Paris 9e Arrondissement,75,,,75109000AH0040,,,144,,,,,,,,,,1,2,Appartement,137,6,,,,,,2.334662,48.878463,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2022-1643801,2022-02-16,000001,Vente,1.0,38,,RUE DE TURENNE,9506,75003,75103,Paris 3e Arrondissement,75,,,75103000AN0031,,,123,,124,,,,,,,,2,2,Appartement,136,4,,,,,,2.364992,48.857626,dvf_2022_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2023-1353816,2023-08-04,000001,Vente,500.0,24,,RUE DU RANELAGH,8029,75016,75116,Paris 16e Arrondissement,75,,,75116000CD0021,,,21,,,,,,,,,,1,2,Appartement,135,5,,,,,,2.278055,48.853738,dvf_2023_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2022-1647228,2022-04-14,000001,Vente,1.0,47,,RUE PIERRE CHARRON,7420,75008,75108,Paris 8e Arrondissement,75,,,75108000AP0025,,,96,,,,,,,,,,1,2,Appartement,135,3,,,,,,2.301878,48.869084,dvf_2022_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2022-1650932,2022-06-21,000001,Vente,500.0,96,,BD PEREIRE,7258,75017,75117,Paris 17e Arrondissement,75,,,75117000BE0064,,,58,,,,,,,,,,1,2,Appartement,135,5,,,,,,2.299309,48.886646,dvf_2022_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2022-1672261,2022-04-28,000001,Vente,1.0,7,,RUE ST DOMINIQUE,8529,75007,75107,Paris 7e Arrondissement,75,,,75107000AM0003,,,20,,,,,,,,,,1,2,Appartement,134,5,,,,,,2.322817,48.857853,dvf_2022_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
2022-1663033,2022-12-05,000001,Vente,500.0,16,,RUE DE NAPLES,6675,75008,75108,Paris 8e Arrondissement,75,,,75108000CF0089,,,84,,,,,,,,,,1,2,Appartement,130,4,,,,,,2.319247,48.879914,dvf_2022_75.csv,valeur_fonciere < 1 000 € (transfert symbolique)
